Timestamp,Views
2018-08-20 09:00:00,0
2018-08-20 15:00:00,372372
2018-08-20 21:00:00,680483
2018-08-21 03:00:00,867243
2018-08-21 09:00:00,1017533
2018-08-21 15:00:00,1092785
2018-08-21 21:00:00,1162565
2018-08-22 03:00:00,1230069
2018-08-22 09:00:00,1283444
2018-08-22 15:00:00,1302492
2018-08-22 21:00:00,1359152
2018-08-23 03:00:00,1411586
2018-08-23 09:00:00,1461161
2018-08-23 15:00:00,2174950
2018-08-23 21:00:00,3203294
2018-08-24 03:00:00,3414360
2018-08-24 09:00:00,3801284
2018-08-24 15:00:00,4394531
2018-08-24 21:00:00,4718742
2018-08-25 03:00:00,4969501
2018-08-25 09:00:00,5522147
2018-08-25 15:00:00,6085546
2018-08-25 21:00:00,6326783
2018-08-26 03:00:00,6484057
2018-08-26 09:00:00,7026469
2018-08-26 15:00:00,7862791
2018-08-26 21:00:00,8027750
2018-08-27 03:00:00,8223019
2018-08-27 09:00:00,8760716
2018-08-27 15:00:00,9635722
2018-08-27 21:00:00,9879157
2018-08-28 03:00:00,10106931
2018-08-28 09:00:00,10560090
2018-08-28 15:00:00,11273926
2018-08-28 21:00:00,11470190
2018-08-29 03:00:00,11593699
2018-08-29 09:00:00,12176113
2018-08-29 15:00:00,12879196
2018-08-29 21:00:00,13143215
2018-08-30 03:00:00,13302573
2018-08-30 09:00:00,13907437
2018-08-30 15:00:00,14481850
2018-08-30 21:00:00,14636991
2018-08-31 03:00:00,14669296
2018-08-31 09:00:00,14700801
2018-08-31 15:00:00,14886822
2018-08-31 21:00:00,14910633
2018-09-01 03:00:00,14940919
2018-09-01 09:00:00,14971200
2018-09-01 15:00:00,14991932
2018-09-01 21:00:00,15011790
2018-09-02 03:00:00,15041114
2018-09-02 09:00:00,15070338
2018-09-02 15:00:00,15056734
2018-09-02 21:00:00,15087583
2018-09-03 03:00:00,15115337
2018-09-03 09:00:00,15139102
